time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,cpulimit,memorylimit
29,9.0,2.0,5.0,16.0,4.0,4.0,7.0,41.0,14.0,4.0,4.0,12.0,3.5,6
30,5.0,9.0,2.0,10.0,2.0,3.0,8.0,53.0,14.0,11.0,3.0,12.0,3.5,6
31,4.0,10.0,7.0,17.0,3.0,7.0,1.0,50.0,15.0,7.0,5.0,13.0,3.5,6
32,5.0,6.0,6.0,19.0,4.0,3.0,7.0,48.0,21.0,5.0,3.0,12.0,3.5,6
33,10.0,9.0,8.0,18.0,2.0,3.0,1.0,49.0,17.0,5.0,5.0,8.0,3.5,6
34,5.0,4.0,10.0,19.0,8.0,1.0,4.0,36.0,16.0,3.0,7.0,16.0,3.5,6
35,4.0,6.0,8.0,23.0,6.0,2.0,5.0,44.0,14.0,9.0,2.0,11.0,3.5,6
36,7.0,4.0,8.0,18.0,3.0,6.0,4.0,45.0,18.0,8.0,7.0,11.0,3.5,6
37,10.0,6.0,8.0,18.0,6.0,1.0,4.0,47.0,16.0,9.0,4.0,6.0,3.5,6
38,13.0,4.0,8.0,16.0,6.0,3.0,4.0,46.0,19.0,6.0,2.0,11.0,3.5,6
39,3.0,9.0,12.0,12.0,4.0,3.0,5.0,48.0,19.0,8.0,8.0,9.0,3.5,6
40,5.0,5.0,11.0,19.0,4.0,4.0,2.0,47.0,15.0,4.0,2.0,12.0,3.5,6
41,9.0,5.0,7.0,23.0,6.0,6.0,6.0,43.0,13.0,5.0,2.0,8.0,3.5,6
42,7.0,11.0,7.0,17.0,6.0,4.0,2.0,51.0,16.0,4.0,5.0,10.0,3.5,6
43,6.0,3.0,10.0,16.0,7.0,4.0,5.0,48.0,22.0,6.0,5.0,8.0,3.5,6
44,18.0,8.0,8.0,16.0,7.0,2.0,4.0,40.0,14.0,3.0,3.0,10.0,3.5,6
45,12.0,5.0,7.0,19.0,5.0,4.0,2.0,44.0,18.0,5.0,5.0,8.0,3.5,6
46,13.0,3.0,7.0,20.0,10.0,4.0,1.0,42.0,17.0,4.0,2.0,12.0,3.5,6
47,12.0,6.0,7.0,17.0,4.0,3.0,2.0,42.0,12.0,9.0,4.0,14.0,3.5,6
48,7.0,3.0,3.0,15.0,6.0,2.0,7.0,50.0,26.0,8.0,6.0,8.0,3.5,6
49,6.0,8.0,8.0,20.0,7.0,5.0,2.0,54.0,16.0,10.0,4.0,6.0,3.5,6
50,6.0,8.0,10.0,20.0,4.0,3.0,2.0,51.0,23.0,6.0,3.0,7.0,3.5,6
51,6.0,2.0,10.0,16.0,6.0,6.0,2.0,49.0,17.0,10.0,3.0,14.0,3.5,6
52,6.0,5.0,8.0,16.0,7.0,5.0,3.0,48.0,18.0,5.0,2.0,15.0,3.5,6
53,10.0,9.0,3.0,18.0,7.0,3.0,1.0,56.0,19.0,6.0,2.0,3.0,3.5,6
54,11.0,6.0,8.0,8.0,2.0,3.0,1.0,57.0,23.0,12.0,6.0,9.0,3.5,6
55,7.0,9.0,10.0,15.0,5.0,3.0,2.0,54.0,19.0,8.0,3.0,9.0,3.5,6
1,12.0,4.0,7.0,8.0,9.0,3.0,2.0,54.0,16.0,17.0,5.0,12.0,3.5,3
2,8.0,2.0,4.0,13.0,5.0,3.0,1.0,42.0,7.0,17.0,15.0,16.0,3.5,3
3,5.0,4.0,5.0,17.0,10.0,4.0,0.0,41.0,6.0,10.0,8.0,15.0,3.5,3
4,8.0,8.0,6.0,19.0,3.0,5.0,2.0,49.0,13.0,11.0,5.0,11.0,3.5,3
5,6.0,5.0,7.0,15.0,8.0,4.0,7.0,52.0,18.0,14.0,6.0,7.0,3.5,3
6,13.0,4.0,9.0,17.0,4.0,2.0,2.0,40.0,12.0,14.0,5.0,13.0,3.5,3
7,4.0,8.0,14.0,16.0,6.0,0.0,2.0,47.0,10.0,18.0,1.0,15.0,3.5,3
8,4.0,6.0,4.0,21.0,4.0,3.0,2.0,44.0,9.0,19.0,2.0,15.0,3.5,3
9,8.0,3.0,18.0,16.0,4.0,1.0,5.0,36.0,9.0,13.0,8.0,9.0,3.5,3
10,5.0,4.0,8.0,20.0,5.0,3.0,3.0,46.0,13.0,13.0,6.0,12.0,3.5,3
11,6.0,2.0,9.0,17.0,4.0,5.0,1.0,44.0,15.0,8.0,8.0,15.0,3.5,3
12,10.0,3.0,8.0,12.0,4.0,1.0,5.0,38.0,7.0,16.0,7.0,11.0,3.5,3
13,8.0,6.0,9.0,19.0,6.0,2.0,2.0,45.0,10.0,14.0,4.0,12.0,3.5,3
14,8.0,5.0,11.0,8.0,1.0,0.0,7.0,44.0,15.0,16.0,7.0,15.0,3.5,3
15,10.0,2.0,7.0,17.0,3.0,2.0,0.0,45.0,14.0,18.0,8.0,13.0,3.5,3
16,6.0,1.0,8.0,23.0,4.0,4.0,1.0,42.0,9.0,18.0,8.0,10.0,3.5,3
17,4.0,4.0,14.0,16.0,8.0,1.0,3.0,40.0,17.0,7.0,5.0,17.0,3.5,3
18,10.0,4.0,5.0,9.0,3.0,2.0,3.0,43.0,13.0,16.0,7.0,17.0,3.5,3
19,11.0,5.0,5.0,13.0,8.0,1.0,2.0,47.0,14.0,8.0,5.0,16.0,3.5,3
20,10.0,4.0,10.0,13.0,5.0,3.0,4.0,45.0,15.0,10.0,9.0,9.0,3.5,3
21,7.0,4.0,7.0,16.0,3.0,3.0,5.0,45.0,13.0,18.0,6.0,14.0,3.5,3
22,10.0,8.0,14.0,10.0,6.0,3.0,1.0,50.0,14.0,12.0,5.0,9.0,3.5,3
23,5.0,4.0,9.0,16.0,6.0,5.0,3.0,41.0,11.0,10.0,8.0,10.0,3.5,3
24,8.0,6.0,9.0,12.0,5.0,4.0,6.0,53.0,17.0,16.0,3.0,8.0,3.5,3
25,11.0,5.0,6.0,18.0,5.0,5.0,4.0,48.0,14.0,13.0,6.0,7.0,3.5,3
26,9.0,3.0,12.0,17.0,4.0,1.0,1.0,41.0,10.0,18.0,4.0,16.0,3.5,3
27,8.0,11.0,3.0,19.0,5.0,7.0,2.0,47.0,10.0,10.0,12.0,9.0,3.5,3
28,3.0,1.0,13.0,4.0,1.0,0.0,1.0,12.0,6.0,3.0,3.0,5.0,3.5,3
29,5.0,2.0,29.0,8.0,6.0,3.0,3.0,34.0,11.0,5.0,3.0,12.0,3.5,3
30,8.0,4.0,23.0,3.0,10.0,5.0,5.0,38.0,13.0,5.0,4.0,10.0,3.5,3
31,9.0,2.0,27.0,9.0,9.0,9.0,4.0,42.0,12.0,4.0,0.0,8.0,3.5,3
32,10.0,2.0,23.0,7.0,4.0,8.0,2.0,44.0,15.0,4.0,8.0,6.0,3.5,3
33,3.0,5.0,15.0,11.0,14.0,11.0,9.0,55.0,13.0,5.0,2.0,5.0,3.5,3
34,7.0,5.0,29.0,7.0,11.0,6.0,5.0,37.0,10.0,4.0,1.0,6.0,3.5,3
35,5.0,5.0,24.0,4.0,10.0,5.0,5.0,42.0,10.0,7.0,9.0,10.0,3.5,3
36,10.0,3.0,25.0,5.0,8.0,7.0,3.0,42.0,16.0,4.0,5.0,9.0,3.5,3
37,5.0,2.0,29.0,7.0,11.0,9.0,2.0,47.0,13.0,3.0,3.0,7.0,3.5,3
38,4.0,4.0,19.0,7.0,9.0,8.0,7.0,43.0,13.0,4.0,4.0,16.0,3.5,3
39,3.0,3.0,27.0,8.0,9.0,6.0,11.0,44.0,16.0,5.0,2.0,5.0,3.5,3
40,5.0,7.0,16.0,7.0,6.0,5.0,5.0,41.0,17.0,4.0,7.0,13.0,3.5,3
41,4.0,7.0,23.0,4.0,4.0,7.0,5.0,47.0,15.0,5.0,3.0,13.0,3.5,3
42,3.0,3.0,26.0,7.0,7.0,4.0,4.0,42.0,15.0,8.0,1.0,16.0,3.5,3
43,4.0,3.0,26.0,5.0,12.0,6.0,4.0,49.0,20.0,4.0,4.0,7.0,3.5,3
44,6.0,4.0,14.0,8.0,10.0,7.0,2.0,52.0,19.0,4.0,7.0,10.0,3.5,3
45,5.0,6.0,21.0,10.0,6.0,9.0,6.0,42.0,10.0,5.0,8.0,8.0,3.5,3
46,7.0,2.0,18.0,5.0,11.0,14.0,4.0,48.0,10.0,7.0,7.0,4.0,3.5,3
47,4.0,5.0,23.0,10.0,8.0,8.0,2.0,46.0,15.0,3.0,1.0,13.0,3.5,3
48,4.0,6.0,26.0,5.0,8.0,5.0,6.0,50.0,18.0,3.0,4.0,5.0,3.5,3
49,2.0,1.0,24.0,9.0,8.0,9.0,2.0,51.0,22.0,1.0,2.0,10.0,3.5,3
50,6.0,7.0,23.0,9.0,5.0,5.0,9.0,35.0,9.0,5.0,9.0,8.0,3.5,3
51,5.0,3.0,26.0,4.0,11.0,8.0,5.0,45.0,10.0,7.0,4.0,6.0,3.5,3
52,5.0,3.0,28.0,6.0,11.0,7.0,4.0,42.0,13.0,4.0,5.0,8.0,3.5,3
53,6.0,5.0,29.0,3.0,8.0,5.0,6.0,42.0,15.0,4.0,4.0,8.0,3.5,3
54,8.0,6.0,18.0,11.0,11.0,7.0,6.0,45.0,14.0,3.0,2.0,10.0,3.5,3
55,7.0,4.0,21.0,4.0,7.0,13.0,5.0,54.0,14.0,9.0,1.0,8.0,3.5,3
1,6.0,1.0,5.0,17.0,13.0,4.0,4.0,37.0,6.0,5.0,3.0,28.0,3.5,5
2,4.0,5.0,5.0,19.0,19.0,5.0,7.0,43.0,11.0,1.0,2.0,13.0,3.5,5
3,2.0,7.0,7.0,22.0,13.0,7.0,6.0,45.0,16.0,0.0,1.0,16.0,3.5,5
4,4.0,8.0,7.0,22.0,11.0,6.0,7.0,49.0,15.0,2.0,1.0,8.0,3.5,5
5,3.0,2.0,4.0,17.0,19.0,7.0,5.0,50.0,15.0,3.0,4.0,10.0,3.5,5
6,4.0,4.0,6.0,21.0,17.0,9.0,4.0,45.0,9.0,2.0,2.0,18.0,3.5,5
7,1.0,7.0,5.0,21.0,16.0,10.0,5.0,59.0,13.0,3.0,1.0,8.0,3.5,5
8,6.0,5.0,3.0,21.0,14.0,4.0,2.0,42.0,14.0,1.0,3.0,21.0,3.5,5
9,7.0,7.0,5.0,25.0,13.0,3.0,3.0,41.0,11.0,4.0,4.0,10.0,3.5,5
10,2.0,6.0,7.0,22.0,16.0,3.0,5.0,51.0,17.0,2.0,1.0,10.0,3.5,5
11,4.0,7.0,11.0,23.0,14.0,6.0,3.0,45.0,8.0,2.0,3.0,10.0,3.5,5
12,3.0,8.0,4.0,25.0,16.0,8.0,5.0,47.0,7.0,2.0,2.0,14.0,3.5,5
13,2.0,4.0,5.0,23.0,19.0,13.0,5.0,57.0,12.0,3.0,1.0,6.0,3.5,5
14,6.0,7.0,4.0,18.0,7.0,3.0,4.0,41.0,15.0,3.0,3.0,16.0,3.5,5
15,3.0,6.0,3.0,23.0,14.0,7.0,2.0,52.0,15.0,5.0,2.0,15.0,3.5,5
16,5.0,6.0,11.0,13.0,14.0,5.0,2.0,52.0,17.0,6.0,3.0,14.0,3.5,5
17,3.0,6.0,5.0,25.0,12.0,4.0,3.0,45.0,15.0,3.0,6.0,13.0,3.5,5
18,4.0,7.0,3.0,22.0,19.0,4.0,3.0,56.0,17.0,4.0,0.0,11.0,3.5,5
19,3.0,4.0,5.0,21.0,12.0,4.0,7.0,39.0,10.0,4.0,4.0,13.0,3.5,5
20,5.0,6.0,4.0,16.0,14.0,9.0,6.0,51.0,13.0,3.0,3.0,14.0,3.5,5
21,2.0,5.0,3.0,22.0,17.0,6.0,3.0,48.0,15.0,1.0,3.0,19.0,3.5,5
22,3.0,2.0,6.0,22.0,17.0,4.0,2.0,44.0,15.0,3.0,4.0,19.0,3.5,5
23,3.0,5.0,6.0,25.0,12.0,5.0,4.0,44.0,15.0,3.0,2.0,15.0,3.5,5
24,3.0,5.0,5.0,15.0,15.0,8.0,3.0,50.0,12.0,3.0,0.0,17.0,3.5,5
25,4.0,5.0,3.0,15.0,11.0,5.0,2.0,53.0,22.0,4.0,5.0,16.0,3.5,5
26,5.0,5.0,3.0,16.0,22.0,6.0,8.0,48.0,6.0,4.0,1.0,19.0,3.5,5
27,2.0,7.0,4.0,24.0,15.0,1.0,3.0,47.0,19.0,1.0,1.0,19.0,3.5,5
28,2.0,1.0,7.0,5.0,2.0,1.0,2.0,20.0,10.0,6.0,0.0,5.0,3.5,5
29,7.0,3.0,15.0,5.0,6.0,8.0,4.0,50.0,6.0,19.0,3.0,10.0,3.5,5
30,10.0,2.0,23.0,12.0,3.0,6.0,1.0,41.0,8.0,18.0,3.0,10.0,3.5,5
31,12.0,4.0,27.0,9.0,4.0,4.0,1.0,43.0,11.0,18.0,3.0,5.0,3.5,5
32,9.0,3.0,21.0,5.0,2.0,3.0,3.0,43.0,11.0,17.0,0.0,13.0,3.5,5
33,9.0,9.0,21.0,10.0,6.0,3.0,2.0,49.0,12.0,14.0,4.0,4.0,3.5,5
34,9.0,5.0,28.0,9.0,3.0,2.0,4.0,40.0,13.0,12.0,6.0,4.0,3.5,5
35,8.0,2.0,27.0,7.0,6.0,4.0,3.0,44.0,10.0,16.0,2.0,6.0,3.5,5
36,10.0,4.0,29.0,5.0,9.0,5.0,0.0,47.0,8.0,14.0,5.0,4.0,3.5,5
37,10.0,3.0,25.0,11.0,3.0,1.0,3.0,37.0,9.0,17.0,2.0,8.0,3.5,5
38,5.0,7.0,28.0,11.0,1.0,3.0,2.0,42.0,14.0,10.0,3.0,6.0,3.5,5
39,9.0,5.0,26.0,3.0,4.0,3.0,4.0,45.0,9.0,22.0,7.0,5.0,3.5,5
40,10.0,3.0,26.0,5.0,3.0,4.0,5.0,38.0,9.0,16.0,8.0,8.0,3.5,5
41,6.0,2.0,28.0,3.0,5.0,5.0,5.0,47.0,11.0,15.0,3.0,7.0,3.5,5
42,6.0,6.0,21.0,6.0,9.0,2.0,3.0,50.0,7.0,20.0,4.0,10.0,3.5,5
43,9.0,6.0,20.0,9.0,5.0,5.0,5.0,45.0,10.0,15.0,2.0,6.0,3.5,5
44,9.0,5.0,25.0,5.0,3.0,2.0,4.0,42.0,14.0,16.0,6.0,7.0,3.5,5
45,9.0,3.0,25.0,8.0,0.0,2.0,5.0,38.0,14.0,15.0,1.0,11.0,3.5,5
46,12.0,7.0,23.0,11.0,3.0,2.0,2.0,43.0,9.0,17.0,6.0,3.0,3.5,5
47,8.0,10.0,21.0,7.0,5.0,2.0,1.0,54.0,15.0,15.0,2.0,4.0,3.5,5
48,8.0,6.0,24.0,12.0,3.0,1.0,3.0,40.0,12.0,15.0,4.0,8.0,3.5,5
49,6.0,4.0,28.0,6.0,8.0,2.0,4.0,42.0,8.0,15.0,5.0,9.0,3.5,5
50,6.0,6.0,19.0,13.0,6.0,5.0,5.0,41.0,11.0,11.0,5.0,6.0,3.5,5
51,12.0,8.0,24.0,7.0,1.0,2.0,1.0,47.0,10.0,16.0,1.0,7.0,3.5,5
52,4.0,6.0,18.0,14.0,5.0,3.0,7.0,45.0,6.0,23.0,4.0,8.0,3.5,5
53,7.0,7.0,20.0,4.0,1.0,3.0,5.0,51.0,13.0,17.0,4.0,6.0,3.5,5
54,8.0,5.0,26.0,4.0,6.0,5.0,5.0,45.0,6.0,14.0,4.0,7.0,3.5,5
55,4.0,4.0,20.0,5.0,6.0,6.0,1.0,56.0,15.0,20.0,8.0,6.0,3.5,5
